# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 13 07:17:05 2022
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%FALSE%')
#
# COLUMN kepid:          KepID
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_num_transits: Number of Transits
#
kepid,kepler_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_model_snr,koi_num_transits
11392618,,FALSE POSITIVE,0,0,48.20,9
4474645,,FALSE POSITIVE,0,1,119.00,277
4927315,,FALSE POSITIVE,0,1,27.40,91
4928119,,FALSE POSITIVE,0,1,488.50,21
10861608,,FALSE POSITIVE,0,0,,
10934313,,FALSE POSITIVE,1,0,11.70,555
7516809,,FALSE POSITIVE,0,0,29.30,
6115516,,FALSE POSITIVE,0,0,18.70,1308
5640511,,FALSE POSITIVE,0,0,,
7336093,,FALSE POSITIVE,0,0,,
10196493,,FALSE POSITIVE,0,0,,
7812455,,FALSE POSITIVE,0,1,151.70,1477
9520443,,FALSE POSITIVE,0,1,23.00,1349
10601465,,FALSE POSITIVE,0,0,,
7461307,,FALSE POSITIVE,0,1,21.70,1727
7269881,,FALSE POSITIVE,0,1,29.30,2173
10964265,,FALSE POSITIVE,0,0,25.00,781
8672910,,FALSE POSITIVE,0,0,21.20,
3233043,,FALSE POSITIVE,0,0,,
7269493,,FALSE POSITIVE,0,0,7.60,
8753896,,FALSE POSITIVE,0,0,,
11074835,,FALSE POSITIVE,0,0,,
10812504,,FALSE POSITIVE,0,0,,
9827149,,FALSE POSITIVE,0,0,5.50,
7584650,,FALSE POSITIVE,0,0,,
9823564,,FALSE POSITIVE,0,0,,
9532424,,FALSE POSITIVE,0,0,17.00,307
9950316,,FALSE POSITIVE,0,0,9.30,
6028860,,FALSE POSITIVE,0,1,304.40,1404
6778019,,FALSE POSITIVE,0,1,22.10,1416
4571536,,FALSE POSITIVE,0,1,14.50,1279
3336283,,FALSE POSITIVE,1,0,21.20,2317
5695904,,FALSE POSITIVE,0,1,33.30,1581
1725415,,FALSE POSITIVE,0,0,,
11304987,,FALSE POSITIVE,0,1,146.70,1931
11709423,,FALSE POSITIVE,0,1,58.90,1471
8758136,,FALSE POSITIVE,0,0,18.80,1310
10617638,,FALSE POSITIVE,0,0,18.90,1502
12833566,,FALSE POSITIVE,0,0,12.40,
9153554,,FALSE POSITIVE,0,0,53.80,1747
8161830,,FALSE POSITIVE,0,0,,
6461850,,FALSE POSITIVE,0,1,18.30,2083
7613246,,FALSE POSITIVE,0,0,17.00,1734
11551715,,FALSE POSITIVE,0,0,,
6312171,,FALSE POSITIVE,0,0,,
10665043,,FALSE POSITIVE,0,0,,
7107561,,FALSE POSITIVE,0,1,21.70,1644
11237332,,FALSE POSITIVE,0,0,6.60,
8669092,,FALSE POSITIVE,1,0,73.20,1419
7885494,,FALSE POSITIVE,0,1,9.60,766
5281714,,FALSE POSITIVE,1,0,6.60,
5289857,,FALSE POSITIVE,0,0,10.20,43
5303185,,FALSE POSITIVE,1,0,6.20,
5308777,,FALSE POSITIVE,0,0,35.30,1329
5364090,,FALSE POSITIVE,1,0,6.50,
5370944,,FALSE POSITIVE,1,0,,
6364143,,FALSE POSITIVE,1,0,19.20,266
6364307,,FALSE POSITIVE,0,0,25.10,266
6369548,,FALSE POSITIVE,1,0,15.70,
3098843,,FALSE POSITIVE,0,0,12.00,45
3958301,,FALSE POSITIVE,1,1,11.80,4
5353137,,FALSE POSITIVE,0,0,15.40,
4932689,,FALSE POSITIVE,0,0,10.80,47
3970397,,FALSE POSITIVE,1,0,,
3973549,,FALSE POSITIVE,0,1,136.40,765
4058169,,FALSE POSITIVE,0,1,854.10,3
4068391,,FALSE POSITIVE,1,0,6.60,
5391911,,FALSE POSITIVE,0,0,4.10,258
5397106,,FALSE POSITIVE,1,0,,
5425908,,FALSE POSITIVE,1,0,,
5436415,,FALSE POSITIVE,1,0,10.60,
6387887,,FALSE POSITIVE,1,0,234.30,0
6428602,,FALSE POSITIVE,1,0,8.60,
6447372,,FALSE POSITIVE,1,0,6.20,
6461675,,FALSE POSITIVE,1,0,12.00,
3439096,,FALSE POSITIVE,0,0,35.30,393
3324644,,FALSE POSITIVE,1,0,416.20,468
1161949,,FALSE POSITIVE,1,0,9.60,
4077252,,FALSE POSITIVE,0,1,37.00,2005
4077767,,FALSE POSITIVE,1,0,5.50,
4144238,,FALSE POSITIVE,0,0,8.00,60
4147171,,FALSE POSITIVE,1,0,7.00,
4149060,,FALSE POSITIVE,1,0,5.90,
4160006,,FALSE POSITIVE,0,1,967.40,179
5440435,,FALSE POSITIVE,1,0,,
5440472,,FALSE POSITIVE,1,0,5.70,
5440651,,FALSE POSITIVE,0,1,240.00,2660
5446961,,FALSE POSITIVE,1,0,7.60,
5467126,,FALSE POSITIVE,0,1,297.80,472
6522124,,FALSE POSITIVE,1,0,,
6525196,,FALSE POSITIVE,0,1,2291.10,785
6525398,,FALSE POSITIVE,1,0,6.10,
6526377,,FALSE POSITIVE,1,0,,961
1297263,,FALSE POSITIVE,1,0,5.70,
1572948,,FALSE POSITIVE,0,0,13.90,58
1725193,,FALSE POSITIVE,0,1,607.50,241
1870398,,FALSE POSITIVE,0,1,30.50,34
4179201,,FALSE POSITIVE,1,0,9.10,
4242806,,FALSE POSITIVE,1,0,7.10,
4245861,,FALSE POSITIVE,0,0,22.20,104
4246343,,FALSE POSITIVE,1,0,,
4253860,,FALSE POSITIVE,0,1,36.70,8
4274816,,FALSE POSITIVE,1,0,6.50,
5470851,,FALSE POSITIVE,1,0,12.60,110
5471108,,FALSE POSITIVE,1,0,25.30,112
5525484,,FALSE POSITIVE,1,0,9.50,
5547424,,FALSE POSITIVE,1,0,,
6527229,,FALSE POSITIVE,0,1,930.80,6
6543674,,FALSE POSITIVE,0,1,4630.10,1136
6548429,,FALSE POSITIVE,1,0,6.50,
6599305,,FALSE POSITIVE,1,0,6.00,
6600515,,FALSE POSITIVE,1,0,25.20,
6608090,,FALSE POSITIVE,1,0,9.20,
2010607,,FALSE POSITIVE,1,0,20.10,77
2015013,,FALSE POSITIVE,0,0,9.00,97
2163226,,FALSE POSITIVE,1,0,6.20,
2165352,,FALSE POSITIVE,1,0,133.30,844
2305255,,FALSE POSITIVE,1,0,31.10,57
2305543,,FALSE POSITIVE,0,1,432.50,1043
4276114,,FALSE POSITIVE,0,1,148.90,277
4281023,,FALSE POSITIVE,1,0,9.30,
4281700,,FALSE POSITIVE,1,0,,
4365461,,FALSE POSITIVE,0,1,6485.80,792
4366923,,FALSE POSITIVE,0,1,1107.10,5
4449752,,FALSE POSITIVE,1,0,11.90,
4455763,,FALSE POSITIVE,0,1,368.90,1591
5563057,,FALSE POSITIVE,0,1,22.80,1280
5565261,,FALSE POSITIVE,0,1,103.60,567
5602409,,FALSE POSITIVE,1,0,8.40,
5603270,,FALSE POSITIVE,1,0,5.50,
5612111,,FALSE POSITIVE,1,0,6.80,
5616628,,FALSE POSITIVE,1,0,6.30,
5623137,,FALSE POSITIVE,1,0,5.90,
6611779,,FALSE POSITIVE,1,0,8.30,
6612411,,FALSE POSITIVE,1,0,142.40,167
6612973,,FALSE POSITIVE,1,0,9.20,
6615600,,FALSE POSITIVE,0,0,14.30,519
6635813,,FALSE POSITIVE,1,0,,
6677415,,FALSE POSITIVE,1,0,6.10,
2309910,,FALSE POSITIVE,1,0,83.40,620
2437209,,FALSE POSITIVE,0,1,135.60,4
2438406,,FALSE POSITIVE,1,0,7.00,3
2452289,,FALSE POSITIVE,0,0,23.40,226
2569488,,FALSE POSITIVE,0,0,78.50,881
4459503,,FALSE POSITIVE,1,0,,
4464689,,FALSE POSITIVE,1,0,12.00,
4469825,,FALSE POSITIVE,1,0,5.70,
4470888,,FALSE POSITIVE,1,0,8.40,
5623839,,FALSE POSITIVE,1,0,6.00,
5650420,,FALSE POSITIVE,0,1,61.30,1199
5653152,,FALSE POSITIVE,0,1,53.60,362
5653163,,FALSE POSITIVE,0,1,23.30,259
5685113,,FALSE POSITIVE,1,0,6.90,
5698524,,FALSE POSITIVE,1,0,6.90,
6784887,,FALSE POSITIVE,0,1,2629.00,29
6864891,,FALSE POSITIVE,0,1,10.00,34
7891264,,FALSE POSITIVE,1,0,7.20,4
6880123,,FALSE POSITIVE,1,0,8.70,
6891512,,FALSE POSITIVE,0,1,5494.60,768
2569516,,FALSE POSITIVE,1,0,9.60,30
2570432,,FALSE POSITIVE,0,0,12.40,331
2574543,,FALSE POSITIVE,0,1,23.00,84
2578811,,FALSE POSITIVE,0,0,8.30,220
7897936,,FALSE POSITIVE,1,0,20.90,4
2582800,,FALSE POSITIVE,1,0,5.40,
2707916,,FALSE POSITIVE,0,0,17.40,330
2708270,,FALSE POSITIVE,0,1,15.30,690
4540508,,FALSE POSITIVE,1,0,6.50,
4565943,,FALSE POSITIVE,1,0,7.00,
4570555,,FALSE POSITIVE,0,0,42.70,225
4586482,,FALSE POSITIVE,1,0,2386.60,3
4647949,,FALSE POSITIVE,1,0,,
4678873,,FALSE POSITIVE,0,1,525.40,718
4732015,,FALSE POSITIVE,1,0,962.60,1448
5709014,,FALSE POSITIVE,1,0,,
5732636,,FALSE POSITIVE,1,0,10.00,
5779606,,FALSE POSITIVE,1,0,,
5780194,,FALSE POSITIVE,1,0,6.90,
5781991,,FALSE POSITIVE,1,0,6.90,
5784803,,FALSE POSITIVE,1,0,9.70,
5791713,,FALSE POSITIVE,1,0,7.10,
6681473,,FALSE POSITIVE,1,0,39.40,3
6688318,,FALSE POSITIVE,1,0,13.70,
6690523,,FALSE POSITIVE,1,0,8.60,
6692742,,FALSE POSITIVE,1,0,6.00,
6695801,,FALSE POSITIVE,0,1,8.40,1215
6699562,,FALSE POSITIVE,0,1,4607.40,29
6707260,,FALSE POSITIVE,1,0,12.50,
6718474,,FALSE POSITIVE,1,0,6.90,
2710101,,FALSE POSITIVE,1,0,,
2711123,,FALSE POSITIVE,0,1,37.10,939
2833632,,FALSE POSITIVE,1,0,5.60,
2836076,,FALSE POSITIVE,1,0,,
2850321,,FALSE POSITIVE,1,0,,56
2861126,,FALSE POSITIVE,1,0,,
2987433,,FALSE POSITIVE,0,1,1740.20,4
4732137,,FALSE POSITIVE,1,0,10.90,
4736439,,FALSE POSITIVE,1,0,8.80,
4740375,,FALSE POSITIVE,1,0,,
4741777,,FALSE POSITIVE,1,0,6.30,
4750406,,FALSE POSITIVE,1,0,13.80,
5794687,,FALSE POSITIVE,1,0,5.80,
5817712,,FALSE POSITIVE,1,0,10.70,274
5858519,,FALSE POSITIVE,0,1,2666.00,43
5869272,,FALSE POSITIVE,1,0,8.80,
5905728,,FALSE POSITIVE,0,0,10.80,174
6762188,,FALSE POSITIVE,0,1,124.60,187
6766583,,FALSE POSITIVE,1,0,6.10,
6767337,,FALSE POSITIVE,0,0,15.00,
3003673,,FALSE POSITIVE,1,0,5.90,
3117115,,FALSE POSITIVE,1,0,7.00,
3120397,,FALSE POSITIVE,0,0,9.80,124
3222680,,FALSE POSITIVE,0,1,24.60,314
4769799,,FALSE POSITIVE,0,1,664.60,62
4814168,,FALSE POSITIVE,1,0,9.00,
4815612,,FALSE POSITIVE,0,1,438.30,93
4819158,,FALSE POSITIVE,1,0,6.00,
5942112,,FALSE POSITIVE,1,0,,
5949765,,FALSE POSITIVE,1,0,9.70,
5956038,,FALSE POSITIVE,1,0,14.90,
5963591,,FALSE POSITIVE,1,0,19.30,10
6947062,,FALSE POSITIVE,1,0,6.50,
6948815,,FALSE POSITIVE,0,1,601.50,117
6952570,,FALSE POSITIVE,1,0,6.50,
7011044,,FALSE POSITIVE,1,0,,
7013635,,FALSE POSITIVE,1,0,10.30,
3240049,,FALSE POSITIVE,0,1,47.50,455
3245638,,FALSE POSITIVE,1,0,8.80,
3329985,,FALSE POSITIVE,1,0,6.00,
3341760,,FALSE POSITIVE,0,1,23.50,2559
3341982,,FALSE POSITIVE,1,0,5.80,
4840327,,FALSE POSITIVE,0,1,4731.10,41
4843751,,FALSE POSITIVE,1,0,6.50,
4856592,,FALSE POSITIVE,1,0,9.40,
4863260,,FALSE POSITIVE,0,0,2.50,1353
4902673,,FALSE POSITIVE,1,0,6.00,
4914399,,FALSE POSITIVE,0,0,55.30,145
5967194,,FALSE POSITIVE,1,0,11.80,
5980354,,FALSE POSITIVE,1,0,195.50,874
5986270,,FALSE POSITIVE,0,1,64.60,878
5989391,,FALSE POSITIVE,1,0,5.70,
3428359,,FALSE POSITIVE,1,0,,
3439031,,FALSE POSITIVE,0,1,3630.40,455
3449540,,FALSE POSITIVE,0,1,4679.30,841
3449870,,FALSE POSITIVE,1,0,9.00,
4917357,,FALSE POSITIVE,1,0,6.60,
4917658,,FALSE POSITIVE,1,0,,
4927738,,FALSE POSITIVE,1,0,5.40,
4937140,,FALSE POSITIVE,1,0,8.70,
4945035,,FALSE POSITIVE,0,1,87.50,1142
6033602,,FALSE POSITIVE,1,0,6.60,40
6047853,,FALSE POSITIVE,0,0,11.10,
3459529,,FALSE POSITIVE,1,0,9.20,
3532510,,FALSE POSITIVE,1,0,6.30,
3542117,,FALSE POSITIVE,0,0,7.80,93
3542928,,FALSE POSITIVE,1,0,11.30,
3545749,,FALSE POSITIVE,1,0,9.20,
3546821,,FALSE POSITIVE,1,0,9.80,
4946581,,FALSE POSITIVE,0,1,13.50,49
4996558,,FALSE POSITIVE,0,1,223.50,445
5006817,,FALSE POSITIVE,1,0,,15
5008775,,FALSE POSITIVE,1,0,6.70,
5015027,,FALSE POSITIVE,1,0,6.30,
5016163,,FALSE POSITIVE,0,1,5312.70,411
5024476,,FALSE POSITIVE,1,0,6.70,
6058896,,FALSE POSITIVE,1,0,166.00,1187
6062298,,FALSE POSITIVE,1,0,9.20,
6065010,,FALSE POSITIVE,1,0,6.30,
6116605,,FALSE POSITIVE,1,0,9.60,
6118840,,FALSE POSITIVE,1,0,10.80,
6129632,,FALSE POSITIVE,1,0,10.60,
3554819,,FALSE POSITIVE,1,0,,
3555178,,FALSE POSITIVE,1,0,8.40,
3632330,,FALSE POSITIVE,1,0,,
3641216,,FALSE POSITIVE,1,0,,
3644399,,FALSE POSITIVE,1,0,14.20,11
3644649,,FALSE POSITIVE,1,0,8.30,
5032842,,FALSE POSITIVE,1,0,,
5037742,,FALSE POSITIVE,0,1,13.20,
5039053,,FALSE POSITIVE,1,0,18.60,3
5080565,,FALSE POSITIVE,1,0,6.60,
5091808,,FALSE POSITIVE,1,0,6.70,
6139220,,FALSE POSITIVE,0,1,202.30,4
6143819,,FALSE POSITIVE,1,0,6.50,
6145939,,FALSE POSITIVE,0,1,272.20,39
6149980,,FALSE POSITIVE,1,0,11.90,
6195792,,FALSE POSITIVE,1,0,5.80,
3646515,,FALSE POSITIVE,1,0,,
3730176,,FALSE POSITIVE,1,0,6.90,
3755522,,FALSE POSITIVE,0,0,15.30,4
5105886,,FALSE POSITIVE,1,0,7.70,
5113146,,FALSE POSITIVE,0,1,488.70,11
5130563,,FALSE POSITIVE,0,0,7.70,1419
5131276,,FALSE POSITIVE,0,1,6.20,499
5174677,,FALSE POSITIVE,0,1,52.10,4
6205384,,FALSE POSITIVE,1,0,14.70,366
6205405,,FALSE POSITIVE,1,0,18.60,371
6206470,,FALSE POSITIVE,0,0,12.50,745
6263468,,FALSE POSITIVE,1,0,7.00,
6277594,,FALSE POSITIVE,0,1,27.80,376
3763724,,FALSE POSITIVE,1,0,,
3836450,,FALSE POSITIVE,0,0,14.80,864
3836509,,FALSE POSITIVE,0,0,48.60,810
3836522,,FALSE POSITIVE,0,0,72.10,864
3846515,,FALSE POSITIVE,0,0,26.60,397
5179609,,FALSE POSITIVE,0,1,1070.30,32
5181086,,FALSE POSITIVE,1,0,6.00,
5192660,,FALSE POSITIVE,1,0,,
5193813,,FALSE POSITIVE,1,0,,
5199426,,FALSE POSITIVE,0,1,2384.60,14
5211631,,FALSE POSITIVE,1,0,5.20,
6281127,,FALSE POSITIVE,1,0,11.00,
6285906,,FALSE POSITIVE,1,0,6.00,
6287131,,FALSE POSITIVE,1,0,7.70,
6289459,,FALSE POSITIVE,1,0,5.70,
6289897,,FALSE POSITIVE,0,0,17.90,862
6290467,,FALSE POSITIVE,1,0,4.70,
6342980,,FALSE POSITIVE,1,0,6.20,
4150611,,FALSE POSITIVE,1,0,39.10,838
4150611,,FALSE POSITIVE,0,1,262.60,158
4909707,,FALSE POSITIVE,1,0,468.40,463
7919516,,FALSE POSITIVE,0,0,3.20,2319
6850665,,FALSE POSITIVE,1,0,161.30,7
4948730,,FALSE POSITIVE,0,1,27.70,59
3848665,,FALSE POSITIVE,1,0,11.20,3
3848919,,FALSE POSITIVE,0,1,1948.20,2561
3848948,,FALSE POSITIVE,0,0,13.90,2563
3852865,,FALSE POSITIVE,0,0,11.60,
3854101,,FALSE POSITIVE,0,1,51.00,4
3858926,,FALSE POSITIVE,1,0,16.40,
3859890,,FALSE POSITIVE,0,0,9.70,246
5213005,,FALSE POSITIVE,1,0,,
5213811,,FALSE POSITIVE,1,0,11.50,
5260419,,FALSE POSITIVE,1,0,,
5262539,,FALSE POSITIVE,1,0,7.90,3
5263802,,FALSE POSITIVE,0,1,671.10,401
5265982,,FALSE POSITIVE,1,0,7.60,
5271637,,FALSE POSITIVE,1,0,12.20,
6347434,,FALSE POSITIVE,1,0,6.40,
6363560,,FALSE POSITIVE,1,0,,
6364064,,FALSE POSITIVE,0,0,20.10,266
4936990,,FALSE POSITIVE,0,1,71.60,87
7130418,,FALSE POSITIVE,0,0,17.30,85
12208887,,FALSE POSITIVE,0,1,1363.90,0
10711551,,FALSE POSITIVE,1,0,2402.00,0
7919867,,FALSE POSITIVE,0,0,9.40,826
11081512,,FALSE POSITIVE,0,0,11.20,75
3867593,,FALSE POSITIVE,0,1,155.50,15
3941219,,FALSE POSITIVE,1,0,14.20,
3953106,,FALSE POSITIVE,0,1,304.20,12
3953212,,FALSE POSITIVE,1,0,19.50,
3962728,,FALSE POSITIVE,0,1,13.10,40
3965326,,FALSE POSITIVE,1,0,6.80,
9265521,,FALSE POSITIVE,1,0,12.30,
9268456,,FALSE POSITIVE,1,0,33.50,13
9271739,,FALSE POSITIVE,1,0,11.40,
9274431,,FALSE POSITIVE,1,0,6.60,
10189542,,FALSE POSITIVE,0,0,10.50,54
10191056,,FALSE POSITIVE,0,1,8755.20,1110
10201891,,FALSE POSITIVE,1,0,14.90,
10208477,,FALSE POSITIVE,1,0,9.90,
10222603,,FALSE POSITIVE,1,0,5.20,
7581535,,FALSE POSITIVE,1,0,,
7592339,,FALSE POSITIVE,1,0,6.10,
7598326,,FALSE POSITIVE,1,0,,
7599004,,FALSE POSITIVE,0,1,108.60,40
7618231,,FALSE POSITIVE,1,0,,
7619667,,FALSE POSITIVE,1,0,,
8507073,,FALSE POSITIVE,0,1,3295.60,7
8509781,,FALSE POSITIVE,0,1,2148.60,19
8510197,,FALSE POSITIVE,1,0,10.70,
8516349,,FALSE POSITIVE,1,0,6.70,
8542879,,FALSE POSITIVE,1,0,6.30,
9306677,,FALSE POSITIVE,1,0,5.30,
9357578,,FALSE POSITIVE,1,0,7.70,
9362842,,FALSE POSITIVE,1,0,13.20,
9368524,,FALSE POSITIVE,1,0,10.60,
10227881,,FALSE POSITIVE,0,1,57.00,172
10266852,,FALSE POSITIVE,1,0,,
10292000,,FALSE POSITIVE,1,0,,
10319341,,FALSE POSITIVE,0,0,9.20,31
10320341,,FALSE POSITIVE,0,1,2858.10,44
7658229,,FALSE POSITIVE,0,1,124.10,7
7674050,,FALSE POSITIVE,0,1,584.60,3
7700561,,FALSE POSITIVE,0,1,142.70,872
8546464,,FALSE POSITIVE,1,0,59.90,
8547366,,FALSE POSITIVE,1,0,,
8547525,,FALSE POSITIVE,1,0,5.60,
8548403,,FALSE POSITIVE,1,0,10.20,
8552607,,FALSE POSITIVE,0,1,70.90,1261
9390655,,FALSE POSITIVE,0,0,12.40,29
9394762,,FALSE POSITIVE,0,1,19.00,14
9402670,,FALSE POSITIVE,1,0,26.20,2503
9402859,,FALSE POSITIVE,1,0,,
9407689,,FALSE POSITIVE,1,0,6.40,
10356840,,FALSE POSITIVE,0,0,7.60,
10399137,,FALSE POSITIVE,1,0,5.60,
10416390,,FALSE POSITIVE,0,0,36.80,3
10419108,,FALSE POSITIVE,1,0,9.70,
7701809,,FALSE POSITIVE,1,0,6.50,
7743464,,FALSE POSITIVE,0,1,3452.50,25
7747197,,FALSE POSITIVE,1,0,4.80,
7750342,,FALSE POSITIVE,1,0,8.30,
7751133,,FALSE POSITIVE,1,0,17.50,
8560475,,FALSE POSITIVE,0,1,18.30,65
8561192,,FALSE POSITIVE,0,1,682.90,0
8575061,,FALSE POSITIVE,1,0,7.50,
8612291,,FALSE POSITIVE,1,0,,
9412267,,FALSE POSITIVE,1,0,,
9418508,,FALSE POSITIVE,0,1,31.80,6
9449320,,FALSE POSITIVE,1,0,,
9451521,,FALSE POSITIVE,1,0,6.10,
9455322,,FALSE POSITIVE,1,0,5.80,
9455526,,FALSE POSITIVE,1,0,11.80,
10480952,,FALSE POSITIVE,0,1,6944.90,0
10547378,,FALSE POSITIVE,0,1,38.30,32
10548411,,FALSE POSITIVE,1,0,,
7762717,,FALSE POSITIVE,1,0,,
7800285,,FALSE POSITIVE,0,1,327.40,1257
7804128,,FALSE POSITIVE,1,0,,
7809049,,FALSE POSITIVE,1,0,,
7811057,,FALSE POSITIVE,1,0,5.70,
8622875,,FALSE POSITIVE,0,0,62.20,
8655076,,FALSE POSITIVE,1,0,5.70,
8671707,,FALSE POSITIVE,1,0,5.80,
8676061,,FALSE POSITIVE,1,0,7.30,
9457533,,FALSE POSITIVE,1,0,8.80,
9463329,,FALSE POSITIVE,1,0,11.00,
9474485,,FALSE POSITIVE,0,1,1583.70,2611
10551346,,FALSE POSITIVE,1,0,347.60,750
10556891,,FALSE POSITIVE,1,0,,
10579570,,FALSE POSITIVE,1,0,,
10591578,,FALSE POSITIVE,1,0,,
7819520,,FALSE POSITIVE,1,0,,
7837526,,FALSE POSITIVE,0,1,2360.60,49
7884986,,FALSE POSITIVE,1,0,9.00,
8677186,,FALSE POSITIVE,1,0,8.40,
8678345,,FALSE POSITIVE,1,0,5.80,
8682751,,FALSE POSITIVE,1,0,,
8715564,,FALSE POSITIVE,1,0,8.60,
8718273,,FALSE POSITIVE,0,1,195.70,386
8737343,,FALSE POSITIVE,1,0,10.70,
9489348,,FALSE POSITIVE,1,0,24.30,414
9517242,,FALSE POSITIVE,1,0,7.90,
9543302,,FALSE POSITIVE,0,0,15.40,84
10799291,,FALSE POSITIVE,1,0,10.70,
10817600,,FALSE POSITIVE,0,0,23.10,393
7885558,,FALSE POSITIVE,0,0,16.50,1548
7900450,,FALSE POSITIVE,1,0,17.70,51
7900695,,FALSE POSITIVE,1,0,10.90,
7900727,,FALSE POSITIVE,1,0,5.80,
7902719,,FALSE POSITIVE,1,0,12.20,
7916058,,FALSE POSITIVE,1,0,13.00,194
8742270,,FALSE POSITIVE,0,1,395.70,4
8747222,,FALSE POSITIVE,0,1,50.20,805
8766285,,FALSE POSITIVE,1,0,13.10,262
8812360,,FALSE POSITIVE,1,0,7.90,
9579072,,FALSE POSITIVE,1,0,7.50,
9591728,,FALSE POSITIVE,0,1,959.60,8
9594184,,FALSE POSITIVE,0,0,7.40,21
9594992,,FALSE POSITIVE,1,0,,
9598315,,FALSE POSITIVE,1,0,11.50,
9602595,,FALSE POSITIVE,0,1,3867.70,0
10616317,,FALSE POSITIVE,1,0,,
10616656,,FALSE POSITIVE,0,1,5902.40,43
10661679,,FALSE POSITIVE,0,1,21.00,1094
7935997,,FALSE POSITIVE,1,0,,
7938499,,FALSE POSITIVE,1,0,26.20,192
7941635,,FALSE POSITIVE,0,1,451.70,1755
7948619,,FALSE POSITIVE,1,0,,
7967210,,FALSE POSITIVE,1,0,10.30,
7970194,,FALSE POSITIVE,1,0,18.30,
8823893,,FALSE POSITIVE,0,0,15.00,894
8836224,,FALSE POSITIVE,1,0,,
8904714,,FALSE POSITIVE,0,0,28.20,19
9645188,,FALSE POSITIVE,1,0,,
9662475,,FALSE POSITIVE,0,0,12.40,
9705620,,FALSE POSITIVE,1,0,6.10,
9724993,,FALSE POSITIVE,0,1,723.30,138
10677763,,FALSE POSITIVE,1,0,,
10724569,,FALSE POSITIVE,0,1,61.40,1796
10734441,,FALSE POSITIVE,1,0,,
7982917,,FALSE POSITIVE,0,0,7.00,
8016211,,FALSE POSITIVE,0,1,98.60,43
8025718,,FALSE POSITIVE,0,0,18.10,
8935352,,FALSE POSITIVE,0,1,2345.10,0
8939211,,FALSE POSITIVE,1,0,139.40,53
8939650,,FALSE POSITIVE,0,1,890.30,737
8949512,,FALSE POSITIVE,1,0,5.40,
8955741,,FALSE POSITIVE,1,0,16.20,
9758615,,FALSE POSITIVE,1,0,,
9771920,,FALSE POSITIVE,1,0,,
9775475,,FALSE POSITIVE,0,1,112.60,7
9780149,,FALSE POSITIVE,0,1,24.20,14
9786017,,FALSE POSITIVE,0,1,1159.50,485
9837659,,FALSE POSITIVE,1,0,,
10879247,,FALSE POSITIVE,1,0,7.60,
10905641,,FALSE POSITIVE,1,0,12.70,3
10920086,,FALSE POSITIVE,1,0,662.90,416
10958972,,FALSE POSITIVE,1,0,,
8029848,,FALSE POSITIVE,0,1,66.90,57
8035322,,FALSE POSITIVE,1,0,10.20,
8036863,,FALSE POSITIVE,1,0,5.70,
8043968,,FALSE POSITIVE,0,1,22.00,864
8975776,,FALSE POSITIVE,1,0,5.50,
8979500,,FALSE POSITIVE,1,0,7.60,
9003126,,FALSE POSITIVE,1,0,8.80,
9008125,,FALSE POSITIVE,1,0,10.20,
9838414,,FALSE POSITIVE,0,0,17.50,133
9845362,,FALSE POSITIVE,1,0,7.00,
9845931,,FALSE POSITIVE,0,0,9.70,17
9847239,,FALSE POSITIVE,0,1,449.00,38
9848760,,FALSE POSITIVE,1,0,9.00,
9850843,,FALSE POSITIVE,0,0,12.00,128
7019580,,FALSE POSITIVE,1,0,6.80,
7022603,,FALSE POSITIVE,0,0,18.40,64
7024045,,FALSE POSITIVE,1,0,6.50,
7035812,,FALSE POSITIVE,1,0,6.30,
7038988,,FALSE POSITIVE,1,0,,
7041972,,FALSE POSITIVE,1,0,,
7047299,,FALSE POSITIVE,0,1,3096.90,38
8075618,,FALSE POSITIVE,0,1,1406.90,152
8106139,,FALSE POSITIVE,1,0,37.00,
8108437,,FALSE POSITIVE,0,1,1002.80,4
9016592,,FALSE POSITIVE,1,0,,
9024568,,FALSE POSITIVE,1,0,5.70,
9875101,,FALSE POSITIVE,1,0,6.90,
9896438,,FALSE POSITIVE,0,1,26.60,26
9899514,,FALSE POSITIVE,0,1,15.40,853
9899607,,FALSE POSITIVE,0,1,15.90,1007
9908486,,FALSE POSITIVE,1,0,7.60,11
7107567,,FALSE POSITIVE,0,0,226.60,220
7109680,,FALSE POSITIVE,1,0,5.40,
7115671,,FALSE POSITIVE,1,0,21.50,2313
7123580,,FALSE POSITIVE,1,0,,
7123614,,FALSE POSITIVE,1,0,6.00,
8155368,,FALSE POSITIVE,0,1,575.00,1860
8179747,,FALSE POSITIVE,0,1,3497.60,79
8192427,,FALSE POSITIVE,1,0,5.40,
9049550,,FALSE POSITIVE,0,1,444.40,3
9049697,,FALSE POSITIVE,0,0,16.60,1015
9087071,,FALSE POSITIVE,1,0,5.40,
9911112,,FALSE POSITIVE,0,1,388.60,160
